seat_code,state,seat,current_party,personal_name,Jawatankuasa Pemilih-Dewan Rakyat ,Jawatankuasa Peraturan Mesyuarat ,Jawatankuasa Dewan ,Jawatankuasa Hak dan Kebebasan ,Jawatankuasa Pilihan Khas Kebebasan Asasi Dan Hak-Hak Di Bawah Perlembagaan ,Jawatankuasa Pilihan Khas Kewangan Dan Ekonomi ,Jawatankuasa Pilihan Khas Keselamatan ,Jawatankuasa Pilihan Khas Bagi Agensi-Agensi Di Bawah Jabatan Perdana Menteri ,Jawatankuasa Pilihan Khas Pertanian Dan Perdagangan Dalam Negeri ,Jawatankuasa Pilihan Khas Pembangunan Infrastruktur ,Jawatankuasa Pilihan Khas Pendidikan ,Jawatankuasa Pilihan Khas Hal Ehwal Wanita Dan Kanak-Kanak Dan Pembangunan Sosial ,"JAWATANKUASA PILIHAN KHAS KESIHATAN, SAINS DAN INOVASI  ",JAWATANKUASA PILIHAN KHAS HAL EHWAL ANTARABANGSA ,Jawatankuasa Pilihan Khas Menimbang Rang Undang-Undang Perlembagaan (Pindaan) (No.3) 2022 dan Mengenai Peruntukan Larangan Ahli Dewan Rakyat Bertukar Parti 
P190,Sabah,Tawau,PKR,LIEW CHIN JIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P191,Sabah,Kalabakan,WARISAN,MA'MUN BIN SULAIMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P192,Sarawak,Mas Gading,DAP,MORDI ANAK BIMOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P193,Sarawak,Santubong,PBB,WAN JUNAIDI BIN TUANKU JAAFAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P194,Sarawak,Petra Jaya,PBB,FADILLAH BIN YUSOF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P195,Sarawak,Bandar Kuching,DAP,KELVIN YII LEE WUEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P196,Sarawak,Stampin,DAP,CHONG CHIENG JEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P197,Sarawak,Kota Samarahan,PBB,RUBIAH BINTI WANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P198,Sarawak,Puncak Borneo,PPBM,WILLIE ANAK MONGIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P199,Sarawak,Serian,SUPP,RICHARD RIOT ANAK JAEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P200,Sarawak,Batang Sadong,PBB,NANCY BINTI SHUKRI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P201,Sarawak,Batang Lupar,PBB,ROHANI BINTI ABDUL KARIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P202,Sarawak,Sri Aman,Independent,MASIR ANAK KUJAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P203,Sarawak,Lubok Antu,Independent,TAMBAT@JUGAH AK MUYANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P204,Sarawak,Betong,PBB,ROBERT LAWSON CHUAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P205,Sarawak,Saratok,PBB,ALI ANAK BIJU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P206,Sarawak,Tanjong Manis,PBB,YUSUF BIN ABD WAHAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P207,Sarawak,Igan,PBB,AHMAD JOHNIE BIN ZAWAWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P208,Sarawak,Sarikei,DAP,WONG LING BIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P209,Sarawak,Julau,PBDS,LARRY SOON@LARRY SNG WEI SHIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P210,Sarawak,Kanowit,PRS,AGO ANAK DAGANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P211,Sarawak,Lanang,DAP,ALICE LAU KIONG YIENG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P212,Sarawak,Sibu,DAP,OSCAR LING CHAI YEW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P213,Sarawak,Mukah,PBB,HANIFAH HAJAR TAIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P214,Sarawak,Selangau,PSB,BARU BIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P215,Sarawak,Kapit,PBB,ALEXANDER NANTA LINGGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P216,Sarawak,Hulu Rajang,PRS,UGAK ANAK KUMBONG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P217,Sarawak,Bintulu,PDP,TIONG KING SING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P218,Sarawak,Sibuti,PPB,LUKANISMAN BIN AWANG SAUNI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P219,Sarawak,Miri,PKR,MICHAEL TEO YU KENG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P220,Sarawak,Baram,PDP,ANYI NGAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P221,Sarawak,Limbang,PBB,HASBI BIN HABIBOLLAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P222,Sarawak,Lawas,PBB,HENRY SUM AGONG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
